"name","en_name","price:","net_price","discount_percent","review_count","review_rate",subcategory_name
"어떤유자06","Yuja","27000","null","0","0","0","기타"
"복순도가 약주","Boksoondoga Yakju","65000","null","0","0","0","약주"
"풍정사계 춘","Pungjeongsagye Chun","45000","null","0","2","5","발효주"
"풍정사계 하","Pungjeongsagye Ha","47000","null","0","2","5",""
"한영석 청명주 7배치","Han Young-seok Cheong Myeong Ju 7 Batch","30000","null","0","0","0","약주"
"청명주 17%","Cheong Myecng Ju 17%","23000","null","0","0","0","약주"
"지란지교 약주","Jiranjigyo Yakju","36000","null","0","0","0","약주"
"이제","Eje","10000","null","0","0","0","기타"
"복순도가 손막걸리","Boksoondoga Hand Brewed Rice wine","15000","null","0","0","0","발효주"
"복순도가 빨간쌀 막걸리","Boksoondoga Red Rice Kowine","16000","null","0","0","0","발효주"
"복순도가 슈퍼 드라이","Boksoondoga Super Dry","20000","null","0","0","0","발효주"
"이화주","Ewhaju","10000","null","0","0","0","발효주"
"해창 18%","haechang 18%","140000","null","0","0","0","발효주"
"해창 9%","haechang 9%","13000","null","0","0","0","발효주"
"해창 12%","haechang 12%","19000","null","0","0","0","발효주"
"서울 핑크","Seoul Pink","16000","null","0","0","0","발효주"
"지란지교 무화과","Jiranjigyo Fig","22000","null","0","0","0","발효주"
"담은 막걸리","Dameun Makgeolli","12600","null","0","0","0","발효주"
"고운달 오크 200ml 패키지","Gowoon Dar Oak 200ml Glass Set","180000","null","0","0","0","증류주"
"주향담을 41%","juhyang 41%","60000","null","0","0","0","증류주"
"신례명주","SHILLYE MYEONGJU","110000","null","0","21","4.9","증류주"
"주향담을 기다림 41","Juhyang 41","160000","null","0","0","0","증류주"
"고소리술 40% 도자기 전용잔 패키지","Gosorisul 40% Dojagi Glass Set","80000","null","0","0","0","증류주"
"문배술 명작 40% 500ml 패키지","Moonbaesool Myung Jak 40% 500ml Glass Set","90000","null","0","0","0","증류주"
"감홍로 40% 400ml 전용잔 패키지","Gamhongro 40% 400ml Glass Set","60000","null","0","1","5","증류주"
"안동 일품 골드 소주","Andong Ilpoom Gold Soju","32000","null","0","0","0","증류주"
"토끼소주 가넷 750ml","Tokki Soju Garnet 750ml","140000","null","0","0","0","증류주"
"프리미엄 솔송주 전용잔 패키지","Premium Solsongju Glass Set","96000","null","0","0","0","증류주"
"오매락퍽 세레머니주 40","O-Mea-Raq 40","63000","null","0","0","0","기타"
"33주 500ml","33JU 500ml","50000","null","0","0","0","증류주"
"아그와 디아블로","Agwa Diablo","45000","null","0","0","0",""
"툴리바딘 225 소테른 캐스크 피니쉬","Tullibardine 225 Sauternes Cask Finish","89000","null","0","17","4.6","싱글몰트"
"툴리바딘 228 버건디 캐스크 피니쉬","Tullibardine 228 Burgundy Cask Finish","89000","null","0","39","4.7","싱글몰트"
"툴리바딘 500 셰리 캐스크 피니쉬","Tullibardine 500 Sherry Cask Finish","89000","null","0","35","4.8","싱글몰트"
"툴리바딘 15년","Tullibardine 15yo","148000","null","0","32","5","싱글몰트"
"조니워커 블루","Johnnie Walker Blue","347000","null","0","47","4.6","블렌디드"
"샤또 드 브뤼이 핀 깔바도스 VSOP","Chateau De Breuil Fine Calvados VSOP","63000","null","0","0","0","깔바도스"
"코발 싱글 배럴 밀레 위스키 750ml","Koval Single Barrel Millet Whiskey","154600","null","0","0","0","아메리칸(버번)"
"코발 싱글 배럴 라이 위스키","Koval Single Barrel Rye Whiskey","103100","null","0","5","4.6","라이"
"코발 싱글 배럴 라이 위스키 750ml","Koval Single Barrel Rye Whiskey 750ml","154600","null","0","0","0","라이"
"호세 쿠엘보 마가리타","Jose Cuervo Margaritas","26000","null","0","0","0","기타"
"무초 마스 블랙 라벨","Félix Solís Mucho Más Black","18900","null","0","1","5","레드 와인"
"맥캘란 12년 트리플 캐스크 & 옐로우 로즈 프리미엄 아메리칸 위스키","Macallan 12yo Triple Cask & Yellow Rose Premium American Whiskey","189000","null","0","0","0","싱글몰트"
"글렌드로낙 트레디셔널리 피티드","Glendronach Traditionally Peated","146000","null","0","2","5","싱글몰트"
"부쉬밀 10년","Bushmills 10yo","74000","null","0","90","4.7","싱글몰트"
"기원 배치 2","KI ONE Batch 2","153000","null","0","34","4.6","싱글몰트"
"조니워커 블루 750ml","Johnnie Walker Blue 750ml","312000","null","0","1","5","블렌디드"
"트라피체 이스까이 시라-비오니에","Trapiche Iscay Syrah-Viognier","66500","null","0","31","4.9","레드 와인"
"비냐 몬테스 퍼플 엔젤","Vina Montes Purple Angel","138000","null","0","0","0","레드 와인"
"[🐯 무직타이거 에코백증정] 디아블로 까베르네 소비뇽","Diablo Cabernet Sauvignon","14500","null","0","0","0","레드 와인"
"잭 다니엘스 싱글배럴 100 프루프","Jack Daniel's Single Barrel 100 Proof","99000","null","0","22","5","아메리칸(버번)"
"글렌알라키 10년 CS 배치 7","GlenAllachie 10yo Cask Strength Batch 7","228000","null","0","90","4.9","싱글몰트"
"마쓰이 돗토리 블렌디드 위스키","Matsui Whisky Tottori Blended Whisky","58000","null","0","0","0","블렌디드"
"글렌알라키 10년 CS 배치 8 & 글렌알라키 10년 CS 배치 9","GlenAllachie 10yo Cask Strength Batch 8 & GlenAllachie 10yo Cask Strength Batch 9","0","null","0","0","0","싱글몰트"
"라세니 배럴 프루프","Larceny Barrel Proof","350000","null","0","0","0","싱글몰트"
"노아스 밀","Noah's Mill","180000","null","0","282","4.8","아메리칸(버번)"
"러셀 리저브 라이 6년","Russell's Reserve Rye 6yo","150000","null","0","0","0","라이"
"에반 윌리엄스 블랙","Evan Williams Black","29000","null","0","27","4.5","아메리칸(버번)"
"글렌알라키 10년 CS 배치 8 & 네이키드 몰트","GlenAllachie 10yo Cask Strength Batch 8 & Naked Malt","240000","null","0","1","4","싱글몰트"
"안티노리 티냐넬로 그라파","Antinori Tignanello Grappa","105000","null","0","0","0","기타"
"납 크릭 1L","Knob Creek 1L","86000","null","0","3","5","아메리칸(버번)"
"보모어 18년","Bowmore 18yo","225000","null","0","16","4.5","싱글몰트"
"메이커스 마크","Maker's Mark","59000","null","0","551","4.8","아메리칸(버번)"
"블랑톤 싱글배럴","Blanton's Single Barrel","189000","null","0","16","5","싱글몰트"
"부커스 2022-01","Booker's 2022-01","360000","null","0","1","5","아메리칸(버번)"
"부커스 2021-01","Booker's 2021-01","390000","null","0","0","0","아메리칸(버번)"
"로즈빌 유니온 배럴 프루프 라이","Rossville Union Barrel Proof Rye","230000","null","0","1","5","라이"
"사락","Sarak","18500","null","0","277","4.4","증류주"
"맥캘란 12년 더블 캐스크","Macallan 12yo Double Cask","155000","null","0","854","4.9","싱글몰트"
"빡치주","BBAK-CHI-JU DAMN GOOD SOJU","15900","null","0","716","4.7","증류주"
"개빡치주","GAE-BBAK-CHI-JU DAMN GOOD SOJU","19900","null","0","1054","4.7","증류주"
"오린 스위프트 머큐리 헤드","Orin Swift Mercury Head","260000","null","0","0","0","레드 와인"
"힙노틱","HPNOTIQ","55000","null","0","197","4.9","과일"
"글렌알라키 8년","GlenAllachie 8yo","108000","null","0","31","4.8","싱글몰트"
"조니워커 그린 15년","Johnnie Walker Green 15yo","99000","null","0","272","4.9","블렌디드 몰트"
"엑스레이티드","X-Rated","52000","null","0","10","5","과일"
"부나하벤 12년","Bunnahabhain 12yo","118000","null","0","436","4.8","싱글몰트"
"샤또 데스클랑, 위스퍼링 엔젤","Chateau d'Esclans, Whispering Angel","35000","null","0","3","4.7","로제 와인"
"미누티 엠 로제","Minuty M Rose","25000","null","0","0","0","로제 와인"
"조니워커 레드 750ml","Johnnie Walker Red 750ml","29000","null","0","0","0","블렌디드"
"조니워커 레드","Johnnie Walker Red","29000","null","0","151","4.7","블렌디드"
"글렌피딕 몰트 마스터스 에디션 전용잔 패키지","Glenfiddich Malt Master's Edition Glass Package","129000","null","0","0","0","싱글몰트"
"[행사가] 맥캘란 12년 셰리 오크 & 네이키드 몰트 x2","Macallan 12yo Sherry Oak & Naked Malt x2","265000","null","0","1","5","싱글몰트"
"[6월행사가] 맥캘란 12년 셰리 오크 & 탈리스커 스톰","Macallan 12yo Sherry Oak & Talisker Storm","259000","null","0","0","0",""
"글렌드로낙 12년 & 아란 10년","Glendronach 12yo & Arran 10yo","199000","null","0","0","0","싱글몰트"
"달모어 킹 알렉산더 3세","Dalmore King Alexander III","499000","null","0","66","4.9","싱글몰트"
"달모어 15년","Dalmore 15yo","250000","null","0","90","4.8","싱글몰트"
"달모어 12년","Dalmore 12yo","138000","null","0","42","4.8","싱글몰트"
"글렌알라키 12년","GlenAllachie 12yo","142000","null","0","460","4.9","싱글몰트"
"글렌알라키 15년","GlenAllachie 15yo","240000","null","0","220","4.9","싱글몰트"
"보모어 12년","Bowmore 12yo","93000","null","0","186","4.8","싱글몰트"
"싱글톤 더프타운 12년","Singleton Dufftown 12yo","92000","null","0","5","5","싱글몰트"
"싱글톤 더프타운 15년","Singleton Dufftown 15yo","138000","null","0","1","5","싱글몰트"
"싱글톤 더프타운 12년 500ml","Singleton Dufftown 12yo 500ml","49900","null","0","0","0","싱글몰트"
"더 글렌리벳 12년","The Glenlivet 12yo","100000","null","0","727","4.8","싱글몰트"
"더 글렌그란트 15년 배치 스트렝스","The Glen Grant 15yo Batch Strength","156000","null","0","250","4.9","싱글몰트"
"더 글렌그란트 12년","The Glen Grant 12yo","87000","null","0","367","4.8","싱글몰트"
"더 글렌그란트 10년","The GlenGrant 10yo","73000","null","0","195","4.8","싱글몰트"
"더 글렌그란트 아보랄리스","The Glen Grant Arboralis","65000","null","0","289","4.7","싱글몰트"
"글렌피딕 12년","Glenfiddich 12yo","109000","null","0","531","4.9","싱글몰트"
"글렌피딕 15년","Glenfiddich 15yo","139000","null","0","354","4.9","싱글몰트"
"글렌피딕 18년","Glenfiddich 18yo","220000","null","0","91","4.9","싱글몰트"
"맥캘란 12년 더블 캐스크","Macallan 12yo Double Cask","135000","null","0","854","4.9","싱글몰트"
"발베니 더블우드 12년","Balvenie Doublewood 12yo","145000","null","0","266","4.9","싱글몰트"
"아벨라워 아부나흐","Aberlour A'bunadh","229000","null","0","30","4.7","싱글몰트"
"아란 마크리무어 CS","Arran Machrie Moor Cask Strength","183000","null","0","13","5","싱글몰트"
"달위니 15년","Dalwhinnie 15yo","135000","null","0","165","4.7","싱글몰트"
"글렌모렌지 오리지널 10년(신형)","Glenmorangie Original 10yo","92000","null","0","13","4.8","싱글몰트"
"글렌드로낙 12년","Glendronach 12yo","115000","null","0","838","4.9","싱글몰트"
"탐나불린 셰리 캐스크","Tamnavulin Sherry Cask","57000","null","0","798","4.7","싱글몰트"
"라가불린 16년","Lagavulin 16yo","239000","null","0","60","4.8","싱글몰트"
"라프로익 10년 43% 750ml","Laphroaig 10yo 43% 750ml","95000","null","0","48","5","싱글몰트"
"라프로익 쿼터 캐스크","Laphroaig Quarter Cask","109000","null","0","211","4.9","싱글몰트"
"아드벡 10년","Ardbeg 10yo","119000","null","0","66","4.9","싱글몰트"
"벤로막 15년","Benromach 15yo","199000","null","0","120","4.9","싱글몰트"
"벤로막 10년","Benromach 10yo","79000","null","0","563","4.8","싱글몰트"
"탈리스커 10년","Talisker 10yo","87000","null","0","95","4.8","싱글몰트"
"빡치주","BBAK-CHI-JU DAMN GOOD SOJU","15900","null","0","716","4.7","증류주"
"개빡치주","GAE-BBAK-CHI-JU DAMN GOOD SOJU","19900","null","0","1054","4.7","증류주"
"발렌타인 17년(신형) 750ml","Ballantine's 17yo 750ml","135000","null","0","0","0","블렌디드"
"글렌파클라스 105 CS 1L","Glenfarclas 105 Cask Strength 1L","164000","null","0","232","4.8","싱글몰트"
"기원 배치 2","KI ONE Batch 2","149000","null","0","34","4.6","싱글몰트"
"우드포드 리저브 버번 1L","Woodford Reserve Bourbon 1L","110000","null","0","59","4.8","아메리칸(버번)"
"메이커스 마크 750ml","Maker's Mark 750ml","61000","null","0","2","5","아메리칸(버번)"
"버팔로 트레이스 40% 700ml","Buffalo Trace 40% 700ml","53000","null","0","6","3.8","아메리칸(버번)"
"버팔로 트레이스","Buffalo Trace","68000","null","0","268","4.7","아메리칸(버번)"
"포 로지스 싱글 배럴","Four Roses Single Barrel","100000","null","0","94","4.9","아메리칸(버번)"
"와일드 터키 8년","Wild Turkey 8yo","64000","null","0","997","4.9","아메리칸(버번)"
"와일드 터키","Wild Turkey","53000","null","0","21","4.7","아메리칸(버번)"
"에반 윌리엄스 바틀 인 본드","Evan Williams Bottled in Bond","40000","null","0","2","5","아메리칸(버번)"
"에반 윌리엄스 블랙","Evan Williams Black","30000","null","0","27","4.5","아메리칸(버번)"
"짐빔 화이트 700ml","Jim Beam White 700ml","29000","null","0","29","4.9","아메리칸(버번)"
"시바스 리갈 12년 750ml(구형)","Chivas Regal 12yo 750ml","52000","null","0","0","0","블렌디드"
"글렌모렌지 시그넷","Glenmorangie Signet","350000","null","0","23","5","싱글몰트"
"로얄살루트 21년","Royal Salute 21yo","280000","null","0","52","4.8","블렌디드"
"조니워커 블루 750ml","Johnnie Walker Blue 750ml","315000","null","0","1","5","블렌디드"
"조니워커 그린 15년","Johnnie Walker Green 15yo","105000","null","0","272","4.9","블렌디드 몰트"
"조니워커 골드","Johnnie Walker Gold","86000","null","0","2","5","블렌디드"
"조니워커 블랙 셰리 에디션","Johnnie Walker Black Sherry Edition","73000","null","0","421","4.7","블렌디드"
"조니워커 블랙","Johnnie Walker Black","53000","null","0","118","4.9","블렌디드"
"조니워커 레드","Johnnie Walker Red","33000","null","0","151","4.7","블렌디드"
"BB&R 셰리 캐스크 스카치 몰트 위스키","BB&R Sherry Cask Scotch Malt Whisky","54000","null","0","130","4.6","블렌디드 몰트"
"제임슨 스탠다드","Jameson Standard","39000","null","0","158","4.8","블렌디드"
"몬테 알반","Monte Alban","59900","null","0","0","0","기타"
"호세 쿠엘보 에스페샬 1L","Jose Cuervo Especial 1L","39000","null","0","6","4.8","데킬라"
"스미노프 오리지널 40%","Smirnoff Original 40%","29000","null","0","0","0","보드카"
"카발란 올로로쏘 셰리 오크","Kavalan Oloroso Sherry Oak","275000","null","0","148","4.8","싱글몰트"
"프라브다 보드카 375ml","Pravda Vodka 375ml","25500","null","0","0","0","보드카"
"스카이 인퓨전 시트러스 750ml","SKYY Infusion Citrus 750ml","30000","null","0","0","0","보드카"
"벨루가 노블","Beluga Noble","77000","null","0","2","5","보드카"
"UV 케이크 보드카","UV Cake Vodka","18000","null","0","0","0","보드카"
"UV 체리 보드카","UV Cherry Vodka","18000","null","0","0","0","보드카"
"라벨 5","Label 5","20000","null","0","2","5","블렌디드"
"윌리엄 필","William Peel","20000","null","0","430","4.6","블렌디드"
"존 바 리저브 750ml","John Barr Reserve 750ml","20000","null","0","0","0","블렌디드"
"존 바 파이니스트 750ml","John Barr Finest 750ml","13000","null","0","0","0","블렌디드"
"클레이모어","Claymore","15000","null","0","1","3","블렌디드"
"벨즈","Bell's","19600","null","0","40","4.8","블렌디드"
"주피터 17년 마일드 블루","Jupiter 17y Mild blue","38000","null","0","0","0","기타"
"파이어볼 700ml","Fireball 700ml","37000","null","0","223","4.8",""
"잭 다니엘스 싱글배럴 100 프루프","Jack Daniel's Single Barrel 100 Proof","110000","null","0","22","5","아메리칸(버번)"
"잭 다니엘스 애플","Jack Daniel's Apple","56000","null","0","357","4.9","위스키베이스"
"잭 다니엘스","Jack Daniel's","49900","null","0","419","4.9","아메리칸(버번)"
"잭 다니엘스 허니","Jack Daniel's Honey","50900","null","0","172","4.8","위스키베이스"
"잭 다니엘스 375ml","Jack Daniel's 375ml","30900","null","0","1","5","아메리칸(버번)"
"잭 다니엘스 허니 375ml","Jack Daniel's Honey 375ml","31900","null","0","0","0","위스키베이스"
"잭 다니엘스 젠틀맨 잭 700ml","Jack Daniel's Gentleman Jack 700ml","67000","null","0","0","0","아메리칸(버번)"
"앱솔루트 라즈베리 375ml","Absolut Raspberry","23000","null","0","0","0","보드카"
"앱솔루트 보드카 375ml","Absolut Vodka 375ml","21000","null","0","0","0","보드카"
"앱솔루트 어피치 375ml","Absolut Apeach 375ml","23000","null","0","0","0","보드카"
"앱솔루트 보드카 700ml","Absolut Vodka 700ml","29000","null","0","1","5","보드카"
"앱솔루트 라임 375ml","Absolut Lime 375ml","23000","null","0","0","0","보드카"
"앱솔루트 어피치","Absolut Apeach","36000","null","0","3","5","보드카"
"앱솔루트 페어","Absolut Pears","38000","null","0","0","0","보드카"
"앱솔루트 그레이프프루트","Absolut Grapefruit","38000","null","0","0","0","보드카"
"앱솔루트 엑스트랙","Absolute Extrakt","38000","null","0","182","4.7","보드카"
"디사론노","Disaronno","42000","null","0","147","4.9",""
"파쏘아","Passoa","35000","null","0","12","4.8","과일"
"볼스 멜론","Bols Melon","15600","null","0","43","4.8","과일"
"볼스 트리플 섹","Bols Triple Sec","15600","null","0","153","4.8","과일"
"볼스 피치(신형)","Bols Peach","15600","null","0","0","0","과일"
"볼스 바나나","Bols Banana","15600","null","0","1","5","과일"
"볼스 카시스","Bols Creme De Cassis","15600","null","0","114","4.9","과일"
"볼스 블루큐라소(신형)","Bols Blue Curaçao","15600","null","0","0","0","과일"
"업타운 마가리타 750ml","Uptown Margarita 750ml","20000","null","0","0","0","과일"
"서던 컴포트 오리지날","Southern Comfort Original","32000","null","0","33","4.8",""
"서던 컴포트 블랙","Southern Comfort Black","32000","null","0","21","4",""
"바카디 카르타블랑카 750ml","Bacardi carta blanca 750ml","25000","null","0","0","0",""
"바카디 모히토(신형)","Bacardi Mojito","26000","null","0","0","0","과일"
"바카디 카르타 오로","Bacardi Carta Oro","27000","null","0","0","0",""
"레헨다리오 론세","Legendario Ronsse","33000","null","0","0","0","과일"
"레헨다리오 엘리시르 데 쿠바","Legendario Elixir De Cuba","33000","null","0","0","0",""
"론디아즈 151 럼(신형)","Rondiaz 151 Rum","18000","null","0","2","5",""
"캄파리 네그로니","Campari Negroni","29000","null","0","96","4.4","기타"
"폴리니 리몬첼로 안포라 500ml","Polini Limoncello Anfora 500ml","29900","null","0","0","0","아페리티보"
"푸쉬킨 넛츠 앤 누가","Puschkin Nuts and Nougat","29900","null","0","0","0","기타"
"베렌첸 와일드 체리","Berentzen Wild Cherry","29900","null","0","0","0","과일"
"베렌첸 피치","Berentzen Peach","29900","null","0","0","0","과일"
"베렌첸 애플","Berentzen Apple","29900","null","0","0","0","과일"
"베렌첸 아이스 민트","Berentzen Icemint","29900","null","0","0","0",""
"힙노틱","HPNOTIQ","48600","null","0","197","4.9","과일"
"엑스레이티드","X-Rated","52000","null","0","10","5","과일"
"캄파리 200ml","Campari","11000","null","0","0","0","아페리티보"
"캄파리 375ml","Campari 375ml","24000","null","0","0","0","아페리티보"
"베일리스 700ml","Baileys 700ml","35000","null","0","0","0","위스키베이스"
"깔루아","Kahlua","31000","null","0","4","4.8","커피"
"메라너 모카","Meeraner Mocca","29900","null","0","0","0","커피"
"말리부 오리지널","Malibu Original","29000","null","0","73","4.9","과일"
"아그와 디아블로","Agwa Diablo","45000","null","0","0","0",""
"아그와 디 볼리비아 700ml","Agwa de bolivia 700ml","52000","null","0","5","4.8","허브"
"미도리","Midori","39000","null","0","121","4.9","과일"
"티 레드","T-Red","37000","null","0","0","0",""
"디카이퍼 피치트리","De Kuyper Peachtree","26000","null","0","89","4.8","과일"
"봄베이 사파이어 700ml","Bombay Sapphire 700ml","34000","null","0","0","0","진"
"텐커레이 No.10","Tanqueray No.10","62000","null","0","18","5","진"
"야마자키 12년 & 오켄토션 12년","Yamazaki 12yo & Auchentoshan 12yo","400000","null","0","4","5",""
"히비키 하모니 & 오켄토션 12년","Hibiki Harmony & Auchentoshan 12yo","250000","null","0","18","5",""
"몽키숄더","Monkey Shoulder","61000","null","0","383","4.8","블렌디드 몰트"
"그랑 마르니에","Grand Marnier","48000","null","0","6","5",""
"헤네시 VSOP","Hennessy VSOP","100000","null","0","56","4.9","꼬냑"
"옐로우 로즈 프리미엄 아메리칸 위스키","Yellow Rose Premium American Whiskey","61000","null","0","244","4.5","아메리칸(버번)"
"오켄토션 12년","Auchentoshan 12yo","55000","null","0","139","4.6","싱글몰트"
"오켄토션 쓰리 우드","Auchentoshan Three Wood","136000","null","0","49","4.6","싱글몰트"
"짐빔 애플","Jim Beam Apple","43000","null","0","35","4.7",""
"산토리 가쿠빈 & 산토리 수이 진","Suntory Kakubin & Suntory Sui Gin","88000","null","0","3","5","블렌디드"
"산토리 수이 진","Suntory Sui Gin","41000","null","0","11","5","재패니즈"
"산토리 월드 위스키 아오","Suntory World Whisky Ao","110000","null","0","10","3.7","블렌디드"
"디 오리지널 골드바 위스키 미니어처","The Original Gold Bar Whiskey Miniature","23000","null","0","5","5","블렌디드"
"압생트 55 전용잔 패키지","Absente 55 Degree Gift Package","75000","null","0","5","5",""
"주라 12년 셰리 캐스크","Isle of Jura 12yo Sherry Cask","90000","null","0","41","4.6","싱글몰트"
"주라 10년 전용잔 2개 패키지","Jura 10 yo Glass Set","80000","null","0","32","4.4","싱글몰트"
"켄터키 워커 스트레이트 버번 전용잔 패키지(아이스 메이커 포함)","Kentucky Walker Straight Bourbon Glass Set","58000","null","0","47","4.7","아메리칸(버번)"
"카오리 하나야구 준마이","Kaori Hanayagu Junmai","16000","null","0","0","0","준마이"
"하나 기자쿠라 준마이 긴죠","Hana Kizakura Junmai Ginjo","21000","null","0","19","4.8","준마이 긴죠"
"[6월할인행사] 와일드 터키 롱브랜치","Wild Turkey  Longbranch","73000","null","0","105","4.7","아메리칸(버번)"
"하나비라","Hanabira","13900","null","0","0","0",""
"단감명작","Sweet persimmon Wine","15600","null","0","93","4.6","발효주"
"양하대곡 125ml","Yanghe Daqu 125ml","6500","null","0","0","0","백주(고량주)"
"양하대곡 375ml","Yanghe Daqu 375ml","16500","null","0","87","4.3","백주(고량주)"
"양하대곡 500ml","Yanghe Daqu 500ml","24500","null","0","2","4.5","백주(고량주)"
"해지람","Haizhilan","65000","null","0","42","4.7","백주(고량주)"
"천지람","Tianzhilan","160000","null","0","19","4.7","백주(고량주)"
"몽지람 크리스탈","Mengzhilan Crystal","330000","null","0","2","5","백주(고량주)"
"양하청자","Yanghe Qinci","35000","null","0","25","4.4","백주(고량주)"
"쿠보타 만쥬","Kubota Manjyu","144000","null","0","5","5",""
"조젠 미즈노 고토시 준마이 긴죠","Jozen White Junmai Ginjo","39000","null","0","0","0","준마이 긴죠"
"상선여수 준마이","Jozen Mizuno Gotoshi Junmai","26000","null","0","25","4.7","준마이"
"미나토야 토스케 준마이 다이긴죠","Minatoya Tosuke Junmai Daiginjo","46000","null","0","17","4.6","준마이 다이긴죠"
"닷사이 준마이 다이긴죠 45","Dassai Junmai Daiginjo 45","69000","null","0","6","4.2",""
"월계관 준마이 750","GEKKEIKAN Junmai 750","18000","null","0","18","4.8","준마이"
"오샤베리 쿠지라 라이트 앤 프루티","Oshaberi Kujira Maroyaka Fruity","20000","null","0","0","0","기타"
"오우곤코우시 금박주","Ougonkoushi","18000","null","0","0","0","기타"
"센 300ml","SEN 300ml","4000","null","0","0","0",""
"키쿠마사무네 시보리다테 실버 팩","Kikumasamune Shiboridate Silver Pack","18000","null","0","0","0","기타"
"오제키 스모 900ml","Ozeki Sumo 900ml","10000","null","0","0","0","기타"
"오제키 노모노모 사케 500ml","Ozeki Nomo Nomo Sake 500ml","10000","null","0","0","0","기타"
"닛코 오니","Nikko Oni","11000","null","0","0","0",""
"츠카사보탄 야마유즈 시보리 유즈노 사케","Tsukasabotan Yamayuzu Shibori Yuzu No Sake","41000","null","0","0","0",""
"오카네(금사케)","Okane(Gold Sake)","17000","null","0","126","4.6","기타"
"쿠보타 준마이 다이긴죠","Kubota Junmai Daiginjo","59000","null","0","425","4.8","준마이 다이긴죠"
"키쿠스이 가라구치","Kikusui Karakuchi","28000","null","0","0","0","기타"
"준마이 북극곰의 눈물 벚꽃 에디션","Junmai Tear of Polar bears Cherry blossoms Edition","23000","null","0","37","4.7","준마이"
"연태 고량주 골드 500ml","PengLai Yantai Gaoliang Jiu Gold 500ml","13000","null","0","0","0","백주(고량주)"
"연태 고량주 골드 250ml","PengLai Yantai Gaoliang Jiu Gold 250ml","8500","null","0","0","0","백주(고량주)"
"연태 프리미엄 500ml","Yantai Premium","20000","null","0","1","5","백주(고량주)"
"금문고량주 블랙 58%","Kinmen kaoliang liquor Black 58%","75000","null","0","1","5","백주(고량주)"
"공부가주","Confucius Family Liquor","17000","null","0","0","0","백주(고량주)"
"제갈량가주","Zhuge Liang","27500","null","0","542","4.7","백주(고량주)"
"일품진로","Ilpoom Jinro","13000","null","0","0","0","증류주"
"화요 53 500ml","HWAYO 53 500ml","52000","null","0","758","4.8","증류주"
"화요 41 375ml","HWAYO 41 375ml","25000","null","0","0","0",""
"화요 25 375ml","HWAYO 25 375ml","13200","null","0","0","0","증류주"
"서울의 밤 25%","Seoul Night 25%","7900","null","0","1","5","증류주"
"서울의 밤","Seoul Night","15900","null","0","1","5",""
"매실원주","Maesil Wine","4900","null","0","0","0","증류주"
"오켄토션 소비뇽 블랑","Auchentoshan Sauvignon Blanc","94000","null","0","79","4.5","싱글몰트"
"하쿠슈 DR","Hakushu DR","159000","null","0","43","4.8","재패니즈"
"야마자키 DR","Yamazaki DR","159000","null","0","9","5","싱글몰트"
"준마이 북극곰의 눈물","Junmai Tear of Polar bears","17900","null","0","498","4.7","준마이"
"토민타울 시가 몰트","Tomintoul Cigar Malt","191000","null","0","1","4","싱글몰트"
"에반 윌리엄스 애플","Evan Williams Apple","27000","null","0","1","5","위스키베이스"
"에반 윌리엄스 허니","Evan Williams Honey","27000","null","0","3","5","위스키베이스"
"카덴헤드 쿨 일라 10년","Cadenhead's Caol Ila 10yo","100000","null","0","0","0","싱글몰트"
"발렌타인 21년","Ballantine's 21yo","213000","null","0","250","4.8","블렌디드"
"콥케 파인 화이트 포트","Kopke Fine White Porto","20000","null","0","4","4.3","화이트 와인"
"발렌타인 21년(신형)","Ballantine's 21yo","213000","null","0","9","5","블렌디드"
"발렌타인 21년 700ml","Ballantine's 21yo 700ml","213000","null","0","131","4.9","블렌디드"
"달모어 2002 빈티지","Dalmore 2002 Vintage","1100000","null","0","0","0","싱글몰트"
"달모어 2007 빈티지","Dalmore 2007 Vintage","400000","null","0","2","5","싱글몰트"
"맥캘란 레어 캐스크 2022","Macallan Rare Cask 2022","550000","null","0","8","5","싱글몰트"
"커티 삭 프로히비션 에디션","Cutty Sark Prohibition Edition","46000","null","0","308","4.8","블렌디드"
"[주류상회be강릉점에서 시음, 바이알 가능!!] 글렌알라키 10년 CS 배치 9","GlenAllachie 10yo Cask Strength Batch 9","179000","null","0","31","4.9","싱글몰트"
"발데스피노 이사벨라 크림 셰리","Valdespino Isabela Cream Sherry","28000","null","0","0","0","주정강화 와인"
"이지 블루 하와이 하이볼","Easy Blue Hawaii Highball","5000","null","0","0","0","기타"
"인비보 X 사라 제시카 파커 말보로 소비뇽 블랑","INVIVO X Sarah Jessica Parker Marlborough Sauvignon Blanc","28000","null","0","93","4.9","화이트 와인"
"글렌드로낙 트레디셔널리 피티드","Glendronach Traditionally Peated","189000","null","0","2","5","싱글몰트"
"맥네어스 럼 릭 10년 CS 피티드 배치 2","Macnair's Lum Reek 10yo Cask Strength Peated Batch 2","168000","null","0","1","5","블렌디드 몰트"
"[공동구매 취소 수량] 로크로몬드 싱글 그레인 피티드","Loch Lomond Single Grain Peated","67900","99750","31","3","5",""
"파이퍼 하이직, 레어 2008","Piper Heidsieck, Rare 2008","379000","null","0","8","5","스파클링 와인"
"파이퍼 하이직 로제 소바쥬 브뤼","Piper Heidsieck Rose Sauvage Brut","93000","null","0","0","0","스파클링 와인"
"파이퍼 하이직 2014","PIPER-HEIDSIECK 2014","119000","null","0","0","0","스파클링 와인"
