"id","knowledgeShoppingMallProductId","originProductNo","productName","productOptionContent","reviewContent","reviewScore","writerId","createDate","reviewUrls","onnsProductItemNo",parseImg
"4617106731","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","정신이 번쩍 드는 맛이라구요~~","5","gy****","2024-12-08T13:50:56.309+00:00","&https://phinf.pstatic.net/checkout.phinf/20241208_211/1733665847811wlbQh_JPEG/1000052982.jpg&","216480",""
"4612458983","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","입안이 상쾌해서 양치한듯 기분 좋아요","5","imag******","2024-12-02T12:30:59.446+00:00","&https://phinf.pstatic.net/checkout.phinf/20241202_162/1733142654815uJHbu_JPEG/image.jpg&","216480",""
"4613503763","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","뽀글뽀글거림이 있어서 텁텁함이 없어지고 입냄새도 덜한건맞는데 맛은먹을만하나 맛있지는 않아요^^;;; 
그래도 못먹을정돈아니고 아무튼 먹을만하고 효과는 확실히있어요 근데 민트향처럼 그런 시원함은 아닙니다","4","rn****","2024-12-03T23:19:51.897+00:00","","216480",""
"4616357558","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","매일매일 잘 먹고 있는중","5","gkss******","2024-12-07T09:10:05.192+00:00","&https://phinf.pstatic.net/checkout.phinf/20241207_84/1733562600817SchK2_JPEG/IMG_0224.jpeg&","216480",""
"4623214743","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","이색적인 자일리톨로 혀가 마비되는 느낌이 너무 신선해요!! ^^","5","cbj8***","2024-12-17T02:03:09.804+00:00","","216480",""
"4624836934","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","재구매입니다 입안이 상쾌해져서 너무 좋아요~~","5","hn****","2024-12-19T00:52:01.165+00:00","","216480",""
"4613721984","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","아침출근길 1개면 충분해요","5","pors******","2024-12-04T04:43:14.738+00:00","&https://phinf.pstatic.net/checkout.phinf/20241204_197/1733287386426uTwHm_JPEG/image.jpg&","216480",""
"4623305484","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","치약같아서약간 사탕인데 먹기는 좀 그렇지만 강력합니다","5","eyes***","2024-12-17T03:47:57.410+00:00","","216480",""
"4602909883","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","이게 좋다해서
먹어보려구요
가격은 좀 나가도 안에 양많고
하나먹으면 상쾌하다고 해서 
시켰습니당","5","tig0****","2024-11-19T12:11:56.840+00:00","&https://phinf.pstatic.net/checkout.phinf/20241119_104/1732018311606inWwP_JPEG/image.jpg&","216480",""
"4594554252","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","맛은 정말 없는데 구취제거에 효과 좋은거 같아요 테라브레스 짱....ㅠ 넘 좋아요 가글도 강추 
다만 다른데보다 좀 비싸요 ㅠ","5","4123***","2024-11-08T02:13:32.321+00:00","&https://phinf.pstatic.net/checkout.phinf/20241108_268/1731031977043nSGQQ_JPEG/1000223959.jpg&","216480",""
"4595183808","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","가끔 선물로 받아서 주머니에 넣고 다니며 먹곤 했는데요
이번엔 구입을 했어요
중독성이? 강합니다 🤩🤩🤩","5","kims****","2024-11-08T18:34:40.202+00:00","&https://phinf.pstatic.net/checkout.phinf/20241109_36/1731090869181HFQzD_JPEG/20241109_033146.jpg&,&https://phinf.pstatic.net/checkout.phinf/20241109_216/1731090869119nX6mo_JPEG/20241109_033006.jpg&","216480",""
"4608115576","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","빠른 배송 감사합니다~~","5","sumi******","2024-11-26T13:15:26.068+00:00","&https://phinf.pstatic.net/checkout.phinf/20241126_99/1732626920697nvvyd_JPEG/image.jpg&","216480",""
"4607808994","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","상쾌하고  맛도 괜찮아요","5","pink******","2024-11-26T07:53:28.485+00:00","&https://phinf.pstatic.net/checkout.phinf/20241126_212/1732607602336bB9ir_JPEG/17326075954253723062697609985653.jpg&","216480",""
"4608219822","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","입안이 너무 개운해요","5","ky61*****","2024-11-26T16:09:37.182+00:00","&https://phinf.pstatic.net/checkout.phinf/20241127_70/1732637362303u0JaX_JPEG/svsv.jpg&","216480",""
"4616416495","9627336845","9581556402","테라브레스 마우스 로젠지캔디 만다린민트향 100개입","옵션선택: 로젠지 캔디 100개입","가글하고 나면 입이 개운해요 다음날까지 유지되어서 좋습니다","5","nuit***","2024-12-07T10:54:30.608+00:00","","216480",""
